#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
################COMPLIMENTS
COMPL_FRUGAL;frugal;;;;;;;;;;;;;x
COMPL_MAGNIFICENT;magnificent;;;;;;;;;;;;;x
##############INSULTS
INSULT_ABOMINATION;abomination;;;;;;;;;;;;;x
INSULT_ADDICT;addict;;;;;;;;;;;;;x
INSULT_BLOATED;bloated;;;;;;;;;;;;;x
INSULT_BLOODSUCKING;bloodsucking;;;;;;;;;;;;;x
INSULT_BRUTE;brute;;;;;;;;;;;;;x
INSULT_COLDBLOODED;coldblooded;;;;;;;;;;;;;x
INSULT_CORPSE;corpse;;;;;;;;;;;;;x
INSULT_DEMONIC;daemonic;;;;;;;;;;;;;x
INSULT_DEVIANT;deviant;;;;;;;;;;;;;x
INSULT_DIMINUITIVE;diminutive;;;;;;;;;;;;;x
INSULT_FATPIG;fat pig;;;;;;;;;;;;;x
INSULT_FIEND;fiend;;;;;;;;;;;;;x
INSULT_FREAK;freak;;;;;;;;;;;;;x
INSULT_HALFSIZED;halfsized;;;;;;;;;;;;;x
INSULT_HIDEOUS;hideous;;;;;;;;;;;;;x
INSULT_IMP;imp;;;;;;;;;;;;;x
INSULT_IMPURE;impure;;;;;;;;;;;;;x
INSULT_INDOLENT;indolent;;;;;;;;;;;;;x
INSULT_INSIGNIFICANT;insignificant;;;;;;;;;;;;;x
INSULT_MONSTER;monster;;;;;;;;;;;;;x
INSULT_POINTYEARED;pointy-eared;;;;;;;;;;;;;x
INSULT_POINTYEARS;pointy-ears;;;;;;;;;;;;;x
INSULT_PRETENDER;pretender;;;;;;;;;;;;;x
INSULT_RATLING;ratling;;;;;;;;;;;;;x
INSULT_ROTTEN;rotten;;;;;;;;;;;;;x
INSULT_SAVAGE;savage;;;;;;;;;;;;;x
INSULT_SLITHERING;slithering;;;;;;;;;;;;;x
INSULT_SNIVELING;sniveling;;;;;;;;;;;;;x
INSULT_SOW;fat sow;;;;;;;;;;;;;x
INSULT_STARVED;starved;;;;;;;;;;;;;x
INSULT_STUMP;stump;;;;;;;;;;;;;x
INSULT_WARMONGERING;warmongering;;;;;;;;;;;;;x
INSULT_WEAKLING;weakling;;;;;;;;;;;;;x
INSULT_WORMTONGUE;wormtongue;;;;;;;;;;;;;x
############NICKNAMES
nick_axehelm;Axehelm;;;;;;;;;;;;;x
nick_beast_slayer;Beast-Slayer;;;;;;;;;;;;;x
nick_blackbeard;Blackbeard;;;;;;;;;;;;;x
nick_blackfire;Blackfire;;;;;;;;;;;;;x
nick_blackhand;Blackhand;;;;;;;;;;;;;x
nick_blackheart;Blackheart;;;;;;;;;;;;;x
nick_blacksaber;Blacksaber;;;;;;;;;;;;;x
nick_blackstaff;Blackstaff;;;;;;;;;;;;;x
nick_blackstar;Blackstar;;;;;;;;;;;;;x
nick_blacktalon;Blacktalon;;;;;;;;;;;;;x
nick_blakhand;Blak Hand;;;;;;;;;;;;;x
nick_blood_claw;Blood-Claw;;;;;;;;;;;;;x
nick_blood_fang;Blood-Fang;;;;;;;;;;;;;x
nick_bloodaxe;Bloodaxe;;;;;;;;;;;;;x
nick_bloodpelt;Bloodpelt;;;;;;;;;;;;;x
nick_bloodrider;Bloodrider;;;;;;;;;;;;;x
nick_bloodshade;Bloodshade;;;;;;;;;;;;;x
nick_bloodsinger;Bloodsinger;;;;;;;;;;;;;x
nick_bloodskull;Bloodskull;;;;;;;;;;;;;x
nick_bloody_horn;Bloody-Horn;;;;;;;;;;;;;x
nick_blueaxe;Blueaxe;;;;;;;;;;;;;x
nick_board_thunder;Board-Thunder;;;;;;;;;;;;;x
nick_bronze_bandages;Bronze Bandages;;;;;;;;;;;;;x
nick_burntskin;Burntskin;;;;;;;;;;;;;x
nick_cat_steps;Cat-Steps;;;;;;;;;;;;;x
nick_clawhand;Clawhand;;;;;;;;;;;;;x
nick_crossbones;Crossbones;;;;;;;;;;;;;x
nick_daemon_slayer;Daemon-Slayer;;;;;;;;;;;;;x
nick_daemonclaw;Daemonclaw;;;;;;;;;;;;;x
nick_dark_horn;Dark-Horn;;;;;;;;;;;;;x
nick_darkblade;Darkblade;;;;;;;;;;;;;x
nick_darkmane;Darkmane;;;;;;;;;;;;;x
nick_darkmere;Darkmere;;;;;;;;;;;;;x
nick_darkseed;Darkseed;;;;;;;;;;;;;x
nick_darksoul;Darksoul;;;;;;;;;;;;;x
nick_darkwhisper;Darkwhisper;;;;;;;;;;;;;x
nick_deathdealer;Deathdealer;;;;;;;;;;;;;x
nick_deathtalon;Deathtalon;;;;;;;;;;;;;x
nick_deepwatcher;Deepwatcher;;;;;;;;;;;;;x
nick_doombringer;Doombringer;;;;;;;;;;;;;x
nick_doomclaw;Doomclaw;;;;;;;;;;;;;x
nick_doomstar;Doomstar;;;;;;;;;;;;;x
nick_dragon_slayer;Dragon-Slayer;;;;;;;;;;;;;x
nick_dragonbane;Dragonbane;;;;;;;;;;;;;x
